Event,Start time,End time,Building Name/Room Number,Website,Event Description/Agenda,Sponsoring Organization,Event Contact,Event Contact Position/Department,Event Contact Phone,Event Contact Email,Street Address,Latitude,Longitude,Location,Event Info Url,Classification
SIFF Summer Filmmaking Camp (Film Editing Focus),08/12/2016 09:00:00 AM,08/12/2016 03:00:00 PM,,http://www.siff.net/education,"Make a short film in just five days! It will be fast paced, but in small groups students will learn the basics of working together as a movie crew, writing scripts, directing actors, using accessible filmmaking technology, and digital editing. At the end of the week, your short film will be ""in the can"" and we will celebrate with a family screening in the SIFF Film Center Theater. Finished films will be uploaded to a group video link for parents to download and share the final products.<br /> <br /> Filmmaking Camp: Editing and Film Analysis Focus<br /> August 8 - August 12<br /> 9:00am - 3:00pm, SIFF Film Center<br /> $325 / $300 SIFF Members<br /> Ages 10 - 13<br /> <br /> Our August 8 Filmmaking Camp focuses on Editing and Film Analysis for youth filmmakers and the content will be accessible for introductory students as well as generative for repeat campers. The first couple days of camp cover production basics framed within the context of our weekly theme. On Wednesday a guest artist will join the students to engage in a mini masterclass around the craft of Film Editing. The final two days, the campers will create their own short films in small groups.<br /> <br /> SIFF Summer Filmmaking Camps are taught by a professional film educator and four college-aged filmmaking mentors. Not only will students have a comprehensive experience of creating a film, but also enjoy the great open space of Seattle Center.<br /> <br /> All equipment is provided but students should expect to bring a sack lunch and their creativity for each day of the camp.<br /> <br /> Please email SIFF Education at <a href=""mailto:education@siff.net"" target=""_blank"">education@siff.net</a> if you have any questions about these camps. ",,SIFF Education ,,206.464.5830 ,education@siff.net,305 Harrison St,47.62208,-122.35398,"(47.62208, -122.35398)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119159181,art
"Toys of the '50s, '60s and '70s",08/12/2016 10:00:00 AM,08/12/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798615,art
Wild Nearby,08/12/2016 10:00:00 AM,08/12/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089920,art
Posing Beauty in African American Culture,08/12/2016 11:00:00 AM,08/12/2016 07:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570565,art
Posing Beauty in African American Culture,08/12/2016 11:00:00 AM,08/12/2016 05:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570437,art
"Toys of the '50s, '60s and '70s",08/13/2016 10:00:00 AM,08/13/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798616,art
Wild Nearby,08/13/2016 10:00:00 AM,08/13/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089921,art
Posing Beauty in African American Culture,08/13/2016 11:00:00 AM,08/13/2016 07:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570566,art
Posing Beauty in African American Culture,08/13/2016 11:00:00 AM,08/13/2016 05:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570438,art
"Toys of the '50s, '60s and '70s",08/14/2016 10:00:00 AM,08/14/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798617,art
Wild Nearby,08/14/2016 10:00:00 AM,08/14/2016 05:00:00 PM,,http://www.burkemuseum.org/wildnearby,"Few places on earth rival the rugged beauty and biological diversity of Washington state&#8217;s North Cascades wilderness. Immerse yourself in the sights, sounds and stories of the North Cascades&#39; people, plants and animals at the Burke&#8217;s latest exhibit,&#160;Wild Nearby. ",Burke Museum ,Andrea Godinez ,,206-616-7538 ,burkepr@uw.edu,17th Ave NE & NE 45th St,,,,http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119089922,art
Posing Beauty in African American Culture,08/14/2016 11:00:00 AM,08/14/2016 07:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570567,art
Posing Beauty in African American Culture,08/14/2016 11:00:00 AM,08/14/2016 05:00:00 PM,,http://www.naamnw.org/,"You&#8217;re posing for the camera. How do you want to be seen? Distinguished. Thoughtful. Stylish. Outrageous. Celebratory. Proud.<br /> <br /> In Posing Beauty, a century of photographs by a wide range of image-makers&#8212;photojournalists, artists, men, and women&#8212;explore beauty and highlight how we see ourselves and are seen by others.<br /> <br /> Among the many distinguished photographers represented in this group exhibition are Anthony Barboza, Sheila Pree Bright, Leonard Freed, Charles &#8220;Teenie&#8221; Harris, Russell Lee, Jamel Shabazz, Hank Willis Thomas, Mickalene Thomas, Carrie Mae Weems, and Ernest C. Withers.<br /> <br /> Join us for a celebratory opening on April 29 (6-8pm). Be bold and beautiful! ",Northwest African American Museum ,Amie Newman ,,2065186000 ,info@naamnw.org,2300 S Massachusetts St,47.58874,-122.30185,"(47.58874, -122.30185)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118570439,art
SIFF Summer Filmmaking Camp (Production Design Focus),08/15/2016 09:00:00 AM,08/15/2016 03:00:00 PM,,http://www.siff.net/education,"Make a short film in just five days! It will be fast paced, but in small groups students will learn the basics of working together as a movie crew, writing scripts, directing actors, using accessible filmmaking technology, and digital editing. At the end of the week, your short film will be ""in the can"" and we will celebrate with a family screening in the SIFF Film Center Theater. Finished films will be uploaded to a group video link for parents to download and share the final products.<br /> <br /> Filmmaking Camp: Production Design Focus (Building Scenes, Sets, Shots, and Environments using Light, Cinematography, and Sound)<br /> August 15 - August 19<br /> 9:00am - 3:00pm, SIFF Film Center<br /> $325 / $300 SIFF Members<br /> Ages 10 - 13.<br /> <br /> Our August 15 Camp focuses on Production Design for youth filmmakers and the content will be accessible for introductory students as well as generative for repeat campers. The first couple days of camp cover production basics framed within the context of our weekly theme. On Wednesday a guest artist will join the students to engage in a mini masterclass around the craft and creativity of Production Design. The final two days, the campers will create their own short films in small groups.<br /> <br /> SIFF Summer Filmmaking Camps are taught by a professional film educator and four college-aged filmmaking mentors. Not only will students have a comprehensive experience of creating a film, but also enjoy the great open space of Seattle Center.<br /> <br /> All equipment is provided but students should expect to bring a sack lunch and their creativity for each day of the camp.<br /> <br /> Please email SIFF Education at <a href=""mailto:education@siff.net"" target=""_blank"">education@siff.net</a> if you have any questions about these camps. ",,SIFF Education ,,206.464.5830 ,education@siff.net,305 Harrison St,47.62208,-122.35398,"(47.62208, -122.35398)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119149373,art
miniMOHAI,08/15/2016 10:00:00 AM,08/15/2016 01:00:00 PM,,http://www.mohai.org/,"miniMOHAI is back! Come to the MOHAI every Monday this summer for this weekly drop-in program for kids 3 to 5 years old and their caregivers. Explore a variety of interactive pop-up exhibits around the museum all about life in the city, with math and patterns activities, dramatic play, storybooks and more. ", Industry (MOHAI) ,MOHAI Education ,,,education@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118742204,art
